Rank,Name,Gs,MPG,FGA,FGM,FG%,FTA,FTM,FT%,3PM,REB,AST,ATO,STL,BLK,TOV,PTS,Taken,Rank_zscore,Gs_zscore,MPG_zscore,FGA_zscore,FGM_zscore,FG%_zscore,FTA_zscore,FTM_zscore,FT%_zscore,3PM_zscore,REB_zscore,AST_zscore,ATO_zscore,STL_zscore,BLK_zscore,TOV_zscore,PTS_zscore,SUM_zscore
220,Jaxson Hayes,62,20.9,4.0,2.47,0.617,3.0,1.97,0.6579999999999999,0.0,4.9,1.1,1.21,0.5,1.2,0.9,9.0,False,1.3094408860910625,-0.3783898618860551,-1.685250226980307,-1.4857886342231634,-1.1986029224987234,2.3388934529475627,0.0660056828902773,-0.17284783967201647,-1.475958764216276,-1.5968945389767024,-0.25165177983287185,-1.008765497573295,-0.7038501762454256,-1.2640697712338322,1.1222006987721151,-1.107027927336574,-0.999289381376349,-2.028507654153075
221,T.J. McConnell,66,19.7,5.8,2.99,0.516,0.6,0.49,0.818,0.2,2.6,4.3,3.3,0.9,0.2,1.3,6.4,False,1.3232974034041953,0.7787656790498935,-1.94927188246837,-1.0763551465315386,-0.9481876809121427,0.6749393312602543,-1.1563217780407804,-1.0911950636617653,0.5451411833600126,-1.3798661971750306,-1.1864048379976115,0.604936558132836,2.146132132249885,-0.10010128943472332,-0.8760199186995998,-0.5980495699404479,-1.455585902552764,-2.5749115031661787
222,Patty Mills,67,23.4,9.1,3.84,0.42200000000000004,1.7,1.47,0.866,2.1,1.9,2.4,2.4,0.7,0.1,1.0,10.8,False,1.3371539207173284,1.0680545642838806,-1.1352051113801758,-0.3257270857635595,-0.5388550744725396,-0.8736912374388249,-0.596088358447379,-0.48310028020909385,1.1514711676328995,0.6819030499408534,-1.4708948991781845,-0.3531990374426793,0.9188670233284594,-0.682085530334278,-1.0758419804467714,-0.9797833379875425,-0.683391789792677,-2.32594691907212
223,Danuel House Jr.,63,27.3,8.6,3.75,0.436,1.4,1.11,0.794,1.8,3.9,1.2,1.52,0.9,0.5,0.8,9.6,False,1.3510104380304613,-0.08910097665206798,-0.27713473104397063,-0.4394586101223442,-0.5821961739779092,-0.6430441314623669,-0.7488792910637612,-0.7064820373957894,0.24197619122357047,0.35636053723834543,-0.6580661529479761,-0.9583373083324783,-0.28112552761693443,-0.10010128943472332,-0.2765537334580853,-1.2342725166856054,-0.8939901841817918,-1.6974835546699005
224,Terence Davis II,67,20.3,6.5,3.04,0.46799999999999997,1.1,0.94,0.851,1.6,4.1,2.0,1.68,0.6,0.2,1.2,9.3,False,1.3648669553435941,1.0680545642838806,-1.817261054724338,-0.9171310124292399,-0.9241092922980484,-0.115850746373319,-0.9016702236801434,-0.8119678671783959,0.9619930475476224,0.1393321954366735,-0.5767832783249555,-0.5549117944059456,-0.06294506380868109,-0.9730776507840552,-0.8760199186995998,-0.7252941592894795,-0.9466397827790702,-2.21666376909317
225,Kyle Anderson,67,20.8,5.0,2.52,0.504,1.2,0.78,0.647,0.3,4.6,2.3,2.3,0.9,0.6,1.0,6.1,False,1.3787234726567272,1.0680545642838806,-1.7072520316043118,-1.2583255855055941,-1.1745245338846293,0.47724181185186093,-0.850739912808016,-0.9112486481502605,-1.6149093856121446,-1.2713520262741944,-0.37357609176740336,-0.4036272266834959,0.7825042334483009,-0.10010128943472332,-0.07673167171091384,-0.9797833379875425,-1.5082355011500428,-3.8915080427935145
226,Kira Lewis Jr.,63,20.3,6.5,2.75,0.423,1.1,0.86,0.78,1.0,2.6,4.1,1.86,0.9,0.1,2.2,10.9,False,1.39257998996986,-0.08910097665206798,-1.817261054724338,-0.9171310124292399,-1.0637639462597954,-0.857216444154793,-0.9016702236801434,-0.8616082576643282,0.0651299458106451,-0.5117528299683425,-1.1864048379976115,0.5040801796512027,0.18250795797560426,-0.10010128943472332,-1.0758419804467714,0.5471517342008361,-0.6658419235935842,-4.375100914334814
227,D.J. Augustin,63,23.5,8.1,3.52,0.435,3.2,2.79,0.873,1.3,2.1,4.3,3.08,0.6,0.0,1.4,9.9,False,1.406436507282993,-0.08910097665206798,-1.1132033067561702,-0.553190134481129,-0.692956761602743,-0.6595189247463997,0.1678663046345322,0.3359661628087904,1.2398942903393622,-0.18621031726583454,-1.3896120245551635,0.604936558132836,1.8461339945135369,-0.9730776507840552,-1.275664042193943,-0.4708049805914165,-0.841340585584513,-3.0097877160662945
228,Cole Anthony,60,26.3,6.5,2.71,0.41700000000000004,1.1,0.85,0.77,2.1,2.4,3.4,1.55,0.9,0.1,2.2,12.6,False,1.4202930245961258,-0.9569676323540294,-0.49715277728402313,-0.9171310124292399,-1.083026657151071,-0.9560652038589887,-0.9016702236801434,-0.8678133064750696,-0.061188800912873015,0.6819030499408534,-1.2676877126206323,0.15108285496548668,-0.2402166906528869,-0.10010128943472332,-1.0758419804467714,0.5471517342008361,-0.3674941982090052,-3.54254501477749
229,Naz Reid,56,18.1,8.1,3.74,0.462,1.8,1.32,0.732,1.3,4.6,1.2,1.72,0.7,0.8,0.7,11.0,False,1.434149541909259,-2.114123173289978,-2.3013007564524535,-0.553190134481129,-0.587011851700728,-0.21469950607751476,-0.5451580475752515,-0.576176012370217,-0.5412000384622419,-0.18621031726583454,-0.37357609176740336,-0.9583373083324783,-0.008399947856617681,-0.682085530334278,0.3229124517834293,-1.3615171060346372,-0.6482920573944914,-1.9199712918161755
230,Eric Paschall,66,22.8,10.7,5.53,0.517,3.5,2.78,0.794,0.5,3.8,1.7,1.3,0.4,0.2,1.3,11.9,False,1.4480060592223918,0.7787656790498935,-1.2672159391242068,0.038213792184551496,0.27499446068384825,0.691414124544287,0.32065723725091433,0.3297611139980487,0.24197619122357047,-1.0543236844725226,-0.6987075902594866,-0.7061963621283954,-0.5811236653532829,-1.5550618916836094,-0.8760199186995998,-0.5980495699404479,-0.4903432616026553,-3.849212823137964
231,Taj Gibson,65,22.0,4.6,2.63,0.5720000000000001,0.9,0.68,0.7509999999999999,0.1,5.5,1.0,1.1,0.6,0.5,0.9,8.7,False,1.4618625765355246,0.4894767938159063,-1.443230376116249,-1.349310804992622,-1.1215520789336217,1.5975277551660898,-1.0035308454243983,-0.973299136257676,-0.30119441968755883,-1.4883803680758663,-0.007803155963809501,-1.0591936868141116,-0.8538492451135997,-0.9730776507840552,-0.2765537334580853,-1.107027927336574,-1.0519389799736278,-2.4535863122544503
232,Jakob Poeltl,65,16.9,4.0,2.54,0.635,1.3,0.68,0.526,0.0,5.2,1.4,1.75,0.5,1.2,0.8,5.6,False,1.4757190938486577,0.4894767938159063,-2.565322411940517,-1.4857886342231634,-1.1648931784389915,2.635439732060153,-0.7998096019358886,-0.973299136257676,-3.1433662209667124,-1.5968945389767024,-0.12972746789834066,-0.8574809298508452,0.03250888910742988,-1.2640697712338322,1.1222006987721151,-1.2342725166856054,-1.5959848321455072,-3.5956108135540674
233,George Hill,62,22.4,6.4,3.14,0.491,1.7,1.39,0.8170000000000001,1.2,2.8,2.7,2.69,0.8,0.2,1.0,9.0,False,1.4895756111617906,-0.3783898618860551,-1.3552231576202283,-0.9398773173009968,-0.8759525150698597,0.26306949915943484,-0.596088358447379,-0.5327406706950263,0.5325093086876621,-0.29472448816667063,-1.1051219633745908,-0.20191446972022936,1.314319113980919,-0.3910934098845005,-0.8760199186995998,-0.9797833379875425,-0.999289381376349,-2.0928014853873
234,Jalen Smith,66,21.8,6.5,3.15,0.484,1.1,0.83,0.758,0.7,5.3,0.7,0.5,0.5,1.0,1.4,8.8,False,1.5034321284749235,0.7787656790498935,-1.4872339853642593,-0.9171310124292399,-0.871136837347041,0.1477459461712054,-0.9016702236801434,-0.8802234040965528,-0.21277129698109476,-0.8372953426708506,-0.0890860305868304,-1.210478254536561,-1.6720259843945502,-1.2640697712338322,0.7225565752777723,-0.4708049805914165,-1.0343891137745347,-3.3069823077433105
235,Nickeil Alexander-Walker,61,21.6,5.7,2.34,0.41,0.8,0.58,0.7240000000000001,1.9,3.5,3.2,1.88,0.5,0.3,1.7,10.8,False,1.5172886457880566,-0.6676787471200423,-1.5312375946122696,-1.0991014514032955,-1.2612067328953689,-1.0713887568472191,-1.0544611562965254,-1.0353496243650915,-0.6422550358410549,0.46487470813918125,-0.8206319021940177,0.050226476483853616,0.20978051595163566,-1.2640697712338322,-0.6761978569524283,-0.08907121254432186,-0.683391789792677,-4.553762715693873
236,Darius Bazley,60,27.3,5.2,2.16,0.415,1.0,0.69,0.6920000000000001,1.2,5.9,0.9,0.75,0.6,1.0,1.2,9.7,False,1.5311451631011894,-0.9569676323540294,-0.27713473104397063,-1.2128329757620802,-1.3478889319061083,-0.9890147904270552,-0.9526005345522708,-0.9670940874469345,-1.0464750253563129,-0.29472448816667063,0.1547625932822323,-1.1096218760549281,-1.3311190096941543,-0.9730776507840552,0.7225565752777723,-0.7252941592894795,-0.876440317982699,-3.6867408209222363
237,Langston Galloway,65,26.3,8.2,3.48,0.424,1.3,1.11,0.857,2.1,2.4,1.5,2.51,0.7,0.2,0.6,10.5,False,1.5450016804143223,0.4894767938159063,-0.49715277728402313,-0.5304438296093721,-0.7122194724940185,-0.8407416508707602,-0.7998096019358886,-0.7064820373957894,1.0377842955817334,0.6819030499408534,-1.2676877126206323,-0.8070527406100285,1.0688660921966335,-0.682085530334278,-0.8760199186995998,-1.4887616953836686,-0.7360413883899557,-2.001179900619
238,Markieff Morris,64,22.6,7.9,3.53,0.447,1.5,1.19,0.7909999999999999,1.4,4.4,1.5,1.16,0.6,0.4,1.3,10.2,False,1.5588581977274554,0.20018790858191915,-1.311219548372217,-0.5986827442246426,-0.6881410838799242,-0.4618214053380064,-0.6979489801916338,-0.6568416469098571,0.20408056720651363,-0.07769614636499868,-0.4548589663904239,-0.8070527406100285,-0.7720315711855048,-0.9730776507840552,-0.47637579520525675,-0.5980495699404479,-0.7886909869872345,-3.2374435545330424
239,Glenn Robinson III,62,25.7,9.5,4.58,0.48200000000000004,1.4,1.2,0.856,1.1,3.7,1.4,1.74,0.8,0.2,0.8,10.3,False,1.5727147150405882,-0.3783898618860551,-0.6291636050280549,-0.23474186627653165,-0.18249492298394368,0.11479635960314077,-0.7488792910637612,-0.6506365980991156,1.0251524209093814,-0.40323865906750644,-0.7393490275709969,-0.8574809298508452,0.018872610119414025,-0.3910934098845005,-0.8760199186995998,-1.2342725166856054,-0.7711411207881413,-1.6641017686634625
240,Marvin Williams,63,23.8,4.6,2.0,0.435,1.0,0.82,0.82,1.4,4.1,1.2,2.0,0.8,0.6,0.6,8.2,False,1.586571232353721,-0.08910097665206798,-1.0471978928841543,-1.349310804992622,-1.42493977547121,-0.6595189247463997,-0.9526005345522708,-0.8864284529072944,0.5704049327047161,-0.07769614636499868,-0.5767832783249555,-0.9583373083324783,0.37341586380782593,-0.3910934098845005,-0.07673167171091384,-1.4887616953836686,-1.1396883109690923,-1.8206824222449542
241,Malik Monk,63,24.6,8.9,3.78,0.425,1.8,1.48,0.825,1.3,3.2,2.4,1.5,0.5,0.3,1.6,11.9,False,1.6004277496668542,-0.08910097665206798,-0.8711834558921122,-0.37121969550707323,-0.5677491408094527,-0.8242668575867275,-0.5451580475752515,-0.47689523139835227,0.6335643060664753,-0.18621031726583454,-0.942556214128549,-0.3531990374426793,-0.30839808559296616,-1.2640697712338322,-0.6761978569524283,-0.21631580189335323,-0.4903432616026553,-3.886963208252877
242,Saddiq Bey,61,24.1,6.5,2.91,0.44799999999999995,1.1,0.84,0.768,1.0,3.7,1.7,1.55,0.9,0.8,1.1,8.3,False,1.614284266979987,-0.6676787471200423,-0.9811924790121385,-0.9171310124292399,-0.9867131026946936,-0.4453466120539745,-0.9016702236801434,-0.8740183552858114,-0.08645255025757664,-0.5117528299683425,-0.7393490275709969,-0.7061963621283954,-0.2402166906528869,-0.10010128943472332,0.3229124517834293,-0.8525387486385109,-1.1221384447699991,-2.5358859157620683
243,Jabari Parker,54,22.0,11.3,5.58,0.494,2.1,1.52,0.723,0.8,5.1,1.8,1.05,0.8,0.4,1.7,12.1,False,1.62814078429312,-2.692700943757952,-1.443230376116249,0.17469162141509348,0.2990728492979425,0.3124938790115332,-0.3923671149588693,-0.4520750361553861,-0.6548869105134082,-0.7287811717700144,-0.1703689052098513,-0.6557681728875787,-0.922030640053679,-0.3910934098845005,-0.47637579520525675,-0.08907121254432186,-0.45524352920446964,-3.130952803119224
244,Zach Collins,54,27.5,5.8,2.73,0.47,0.7,0.54,0.767,0.9,6.2,1.5,0.94,0.5,1.1,1.6,9.8,False,1.641997301606253,-2.692700943757952,-0.23313112179596032,-1.0763551465315386,-1.0733953017054332,-0.08290115980525346,-1.105391467168653,-1.0601698196080576,-0.09908442492992844,-0.6202670008691785,0.2766869052167635,-0.8070527406100285,-1.0720297089218533,-1.2640697712338322,0.9223786370249439,-0.21631580189335323,-0.8588904517836058,-2.316884205096766
245,Gary Trent Jr.,65,24.4,7.2,3.14,0.436,0.8,0.66,0.821,1.8,2.0,1.1,2.18,0.9,0.3,0.5,9.8,False,1.6558538189193859,0.4894767938159063,-0.9151870651401233,-0.7579068783269413,-0.8759525150698597,-0.6430441314623669,-1.0544611562965254,-0.985709233879159,0.583036807377068,0.35636053723834543,-1.430253461866674,-1.008765497573295,0.6188688855921113,-0.10010128943472332,-0.6761978569524283,-1.6160062847327001,-0.8588904517836058,-2.161849059724979
246,Luguentz Dort,65,29.1,6.1,2.64,0.433,1.5,1.19,0.7959999999999999,1.4,2.5,1.0,1.41,1.0,0.1,0.7,11.1,False,1.6697103362325187,0.4894767938159063,0.11889775218812397,-1.0081162319162678,-1.1167364012108028,-0.6924685113144653,-0.6979489801916338,-0.6568416469098571,0.2672399405682727,-0.07769614636499868,-1.2270462753091218,-1.0591936868141116,-0.4311245964851088,0.19089083101505383,-1.0758419804467714,-1.3615171060346372,-0.6307421911953985,-2.943340913826903
247,Jeff Green,65,23.2,7.2,3.36,0.467,1.9,1.62,0.853,1.2,3.4,1.3,1.18,0.5,0.4,1.1,10.5,False,1.6835668535456518,0.4894767938159063,-1.179208720628186,-0.7579068783269413,-0.7700076051678449,-0.13232553965735086,-0.4942277367031242,-0.39002454804797054,0.987256796892326,-0.29472448816667063,-0.8612733395055282,-0.9079091190916617,-0.7447590132094731,-1.2640697712338322,-0.47637579520525675,-0.8525387486385109,-0.7360413883899557,-2.832923895719419
248,DeAndre' Bembry,60,24.0,5.3,2.37,0.447,1.1,0.66,0.6,0.5,4.2,2.3,1.35,1.4,0.5,1.7,7.6,False,1.6974233708587847,-0.9569676323540294,-1.003194283636144,-1.1900866708903233,-1.2467596997269121,-0.4618214053380064,-0.9016702236801434,-0.985709233879159,-2.2086074952126795,-1.0543236844725226,-0.5361418410134448,-0.4036272266834959,-0.5129422704132036,1.3548593128141626,-0.2765537334580853,-0.08907121254432186,-1.2449875081636494,-4.742132368983399
249,Josh Okogie,65,24.3,6.4,2.73,0.42700000000000005,3.1,2.44,0.7859999999999999,0.9,3.8,1.4,1.17,1.1,0.4,1.2,8.6,False,1.7112798881719176,0.4894767938159063,-0.9371888697641281,-0.9398773173009968,-1.0733953017054332,-0.791317271018661,0.11693599376240477,0.1187894544328362,0.14092119384475457,-0.6202670008691785,-0.6987075902594866,-0.8574809298508452,-0.758395292197489,0.48188295146483134,-0.47637579520525675,-0.7252941592894795,-1.0694888461727206,-3.165539128777083
250,Jalen Brunson,61,21.9,6.8,3.18,0.46799999999999997,1.3,1.0,0.768,0.9,2.6,3.6,2.78,0.5,0.1,1.3,9.7,False,1.7251364054850504,-0.6676787471200423,-1.4652321807402546,-0.8488920978139691,-0.8566898041785843,-0.115850746373319,-0.7998096019358886,-0.7747375743139465,-0.08645255025757664,-0.6202670008691785,-1.1864048379976115,0.25193923344711994,1.4370456248730612,-1.2640697712338322,-1.0758419804467714,-0.5980495699404479,-0.876440317982699,-4.37533840177342
